Ação,Data,Abertura,Fechamento,Min,Max,Volume
VALEL660,2025-09-23,3.81,3.6,3.6,4.02,
VALEL699,2025-09-23,0.31,0.31,0.31,0.31,
VALEL70,2025-09-23,0.46,0.42,0.42,0.47,
VALEL733,2025-09-23,3.43,3.43,3.43,3.43,
VALEL790,2025-09-23,2.03,2.93,2.03,2.93,
VALEL872,2025-09-23,0.04,0.02,0.02,0.04,
VALEM480,2025-09-23,0.1,0.1,0.1,0.1,
VALEM500,2025-09-23,0.14,0.14,0.14,0.14,
VALEM525,2025-09-23,0.4,0.44,0.4,0.44,
VALEM53,2025-09-23,0.31,0.36,0.31,0.37,
VALEM577,2025-09-23,0.7,0.65,0.65,0.7,
VALEM580,2025-09-23,0.46,0.42,0.42,0.46,
VALEM622,2025-09-23,1.66,1.67,1.66,1.67,
VALEM652,2025-09-23,3.2,3.2,3.2,3.2,
VALEN448,2025-09-23,0.48,0.48,0.48,0.48,
VALEN463,2025-09-23,0.05,0.14,0.05,0.14,
VALEN470,2025-09-23,0.12,0.12,0.12,0.12,
VALEN53,2025-09-23,0.98,0.95,0.94,0.98,
VALEN530,2025-09-23,0.36,0.34,0.33,0.36,
VALEN560,2025-09-23,0.53,0.65,0.53,0.65,
VALEN598,2025-09-23,2.4,2.4,2.4,2.4,
VALEN603,2025-09-23,2,2.23,2,2.24,
VALEN615,2025-09-23,1.71,1.65,1.65,1.71,
VALEO350,2025-09-23,0.03,0.03,0.02,0.05,
VALEO450,2025-09-23,0.11,0.1,0.09,0.11,
VALEO471,2025-09-23,0.15,0.15,0.15,0.15,
VALEP53,2025-09-23,0.51,0.45,0.41,0.51,
VALEQ530,2025-09-23,0.57,0.54,0.54,0.57,
VALER497,2025-09-23,0.4,0.36,0.36,0.4,
VALER602,2025-09-23,1.56,1.56,1.56,1.56,
VALET538,2025-09-23,1.31,1.3,1.3,1.31,
VALET700,2025-09-23,7.4,7.4,7.4,7.4,
VALEU530,2025-09-23,0.74,0.74,0.74,0.74,
VALEU530W4,2025-09-23,0.01,0.01,0.01,0.01,
VALEU540W4,2025-09-23,0.01,0.01,0.01,0.01,
VALEU550W4,2025-09-23,0.01,0.01,0.01,0.01,
VALEU560W4,2025-09-23,0.02,0.02,0.02,0.02,
VALEU570W4,2025-09-23,0.04,0.04,0.02,0.04,
VALEU577,2025-09-23,2.7,2.7,2.7,2.7,
VALEU580W4,2025-09-23,0.06,0.07,0.04,0.07,
VALEU590W4,2025-09-23,0.25,0.23,0.12,0.25,
VALEU600W4,2025-09-23,0.65,0.78,0.41,0.78,
VALEU610W4,2025-09-23,1.3,1.53,1.3,1.53,
VALEU620W4,2025-09-23,2.28,2.34,2.28,2.34,
VALEU630W4,2025-09-23,3.31,3.51,3.21,3.51,
VALEU640W4,2025-09-23,4.43,4.49,4.43,4.49,
VALEU650W4,2025-09-23,5.23,5.25,5.23,5.25,
VALEU660W4,2025-09-23,6.27,6.4,6.2,6.4,
VALEV1,2025-09-23,0.04,0.04,0.04,0.04,
VALEV300,2025-09-23,237.93,237.93,237.93,237.93,
VALEV436,2025-09-23,0.01,0.01,0.01,0.01,
VALEV446,2025-09-23,0.01,0.01,0.01,0.01,
VALEV460,2025-09-23,0.01,0.01,0.01,0.02,
VALEV461,2025-09-23,0.01,0.01,0.01,0.01,
VALEV475,2025-09-23,0.01,0.01,0.01,0.01,
VALEV476,2025-09-23,0.01,0.01,0.01,0.01,
VALEV48,2025-09-23,0.03,0.03,0.03,0.03,
VALEV485,2025-09-23,0.02,0.02,0.02,0.02,
VALEV489,2025-09-23,0.04,0.03,0.03,0.04,
VALEV490,2025-09-23,0.01,0.01,0.01,0.01,
VALEV491,2025-09-23,0.02,0.03,0.02,0.03,
VALEV494,2025-09-23,0.03,0.03,0.03,0.04,
VALEV496,2025-09-23,0.03,0.02,0.02,0.03,
VALEV500W2,2025-09-23,0.01,0.01,0.01,0.01,
VALEV504,2025-09-23,0.04,0.04,0.03,0.04,
VALEV510,2025-09-23,0.02,0.02,0.02,0.02,
VALEV514,2025-09-23,0.05,0.04,0.04,0.05,
VALEV515W1,2025-09-23,0.02,0.02,0.02,0.02,
VALEV520,2025-09-23,0.03,0.04,0.03,0.04,
VALEV524,2025-09-23,0.07,0.06,0.05,0.07,
VALEV530,2025-09-23,0.04,0.04,0.03,0.04,
VALEV530W5,2025-09-23,0.2,0.2,0.2,0.2,
VALEV534,2025-09-23,0.05,0.07,0.05,0.09,
VALEV535W1,2025-09-23,0.03,0.03,0.03,0.03,
VALEV540,2025-09-23,0.05,0.05,0.04,0.06,
VALEV544,2025-09-23,0.1,0.11,0.09,0.11,
VALEV545W1,2025-09-23,0.04,0.04,0.04,0.04,
VALEV550,2025-09-23,0.06,0.06,0.06,0.08,
VALEV554,2025-09-23,0.15,0.14,0.12,0.16,
VALEV560,2025-09-23,0.09,0.09,0.07,0.09,
VALEV560W1,2025-09-23,0.07,0.07,0.07,0.07,
VALEV560W5,2025-09-23,0.38,0.38,0.38,0.38,
VALEV565W1,2025-09-23,0.09,0.09,0.09,0.09,
VALEV565W2,2025-09-23,0.14,0.14,0.14,0.14,
VALEV565W4,2025-09-23,0.27,0.25,0.25,0.27,
VALEV570,2025-09-23,0.12,0.13,0.1,0.13,
VALEV570W1,2025-09-23,0.1,0.11,0.09,0.11,
VALEV570W2,2025-09-23,0.17,0.18,0.17,0.18,
VALEV570W5,2025-09-23,0.86,0.9,0.86,0.9,
VALEV574,2025-09-23,0.35,0.36,0.28,0.36,
VALEV575W1,2025-09-23,0.14,0.15,0.13,0.15,
VALEV575W2,2025-09-23,0.21,0.21,0.21,0.21,
VALEV578,2025-09-23,1.82,1.94,1.82,1.94,
VALEV580,2025-09-23,0.18,0.2,0.15,0.2,
VALEV580W1,2025-09-23,0.2,0.23,0.18,0.23,
VALEV580W2,2025-09-23,0.3,0.33,0.27,0.33,
VALEV584,2025-09-23,0.56,0.57,0.44,0.58,
VALEV585,2025-09-23,0.22,0.23,0.18,0.23,
VALEV585W1,2025-09-23,0.27,0.33,0.24,0.33,
VALEV585W2,2025-09-23,0.4,0.38,0.37,0.4,
VALEV590,2025-09-23,0.26,0.29,0.22,0.29,
VALEV590W1,2025-09-23,0.38,0.45,0.31,0.46,
VALEV593W1,2025-09-23,1.3,1.48,1.3,1.48,
VALEV593W2,2025-09-23,1.47,1.45,1.45,1.47,
VALEV594,2025-09-23,0.82,0.91,0.7,0.91,
VALEV595W1,2025-09-23,0.51,0.47,0.45,0.55,
VALEV600,2025-09-23,0.44,0.46,0.35,0.46,
VALEV600W1,2025-09-23,0.76,0.88,0.62,0.88,
VALEV600W2,2025-09-23,1.03,1.03,1.03,1.03,
VALEV603W1,2025-09-23,2.23,2.23,2.23,2.23,
VALEV604,2025-09-23,1.35,1.44,1.09,1.44,
VALEV610,2025-09-23,0.69,0.74,0.56,0.74,
VALEV613W1,2025-09-23,3.12,3.1,3.1,3.12,
VALEV613W2,2025-09-23,3.08,3.08,3.08,3.08,
VALEV614,2025-09-23,1.85,2.03,1.63,2.05,
VALEV620,2025-09-23,0.98,1.12,0.88,1.13,
VALEV623W1,2025-09-23,4.31,4.31,4.31,4.31,
VALEV624,2025-09-23,2.49,2.73,2.42,2.73,
VALEV630,2025-09-23,1.6,1.71,1.34,1.71,
VALEV634,2025-09-23,3.39,3.89,3.17,3.89,
VALEV640,2025-09-23,2.21,2.4,1.96,2.42,
VALEV644,2025-09-23,4.29,4.18,4.02,4.35,
VALEV650,2025-09-23,2.76,3.16,2.76,3.16,
VALEV654,2025-09-23,5.23,5.12,4.98,5.23,
VALEV660,2025-09-23,3.83,3.9,3.76,3.9,
VALEV670,2025-09-23,4.75,4.98,4.5,4.98,
VALEV674,2025-09-23,7.15,7.4,6.99,7.4,
VALEV680,2025-09-23,5.7,5.85,5.44,5.85,
VALEV684,2025-09-23,8.13,8.04,8.04,8.13,
VALEV685,2025-09-23,6.18,6.07,6.07,6.2,
VALEV690,2025-09-23,6.67,6.85,6.56,6.85,
VALEV700,2025-09-23,7.65,7.67,7.65,7.67,
VALEV704,2025-09-23,10.1,10.1,10.1,10.1,
VALEV712,2025-09-23,8.38,8.35,8.35,8.38,
VALEV720,2025-09-23,9.61,9.58,9.58,9.61,
VALEV740,2025-09-23,11.3,11.3,11.3,11.3,
VALEV80,2025-09-23,10.35,10.33,10.33,10.35,
VALEW429,2025-09-23,0.03,0.03,0.03,0.03,
VALEW431,2025-09-23,0.04,0.04,0.04,0.04,
VALEW446,2025-09-23,0.03,0.03,0.03,0.03,
VALEW449,2025-09-23,0.05,0.05,0.05,0.05,
VALEW461,2025-09-23,0.05,0.05,0.05,0.05,
VALEW469,2025-09-23,0.06,0.06,0.06,0.06,
VALEW471,2025-09-23,0.07,0.06,0.06,0.07,
VALEW476,2025-09-23,0.07,0.07,0.07,0.07,
VALEW481,2025-09-23,0.08,0.08,0.08,0.08,
VALEW484,2025-09-23,0.08,0.08,0.08,0.08,
VALEW486,2025-09-23,0.09,0.09,0.09,0.09,
VALEW488,2025-09-23,0.11,0.12,0.11,0.12,
VALEW489,2025-09-23,0.09,0.09,0.09,0.09,
VALEW491,2025-09-23,0.09,0.09,0.09,0.09,
VALEW493,2025-09-23,0.14,0.14,0.14,0.14,
VALEW496,2025-09-23,0.11,0.11,0.1,0.11,
VALEW498,2025-09-23,0.15,0.15,0.15,0.15,
VALEW499,2025-09-23,0.11,0.11,0.11,0.11,
VALEW501,2025-09-23,0.12,0.11,0.11,0.12,
VALEW506,2025-09-23,0.13,0.13,0.13,0.13,
VALEW511,2025-09-23,0.15,0.14,0.14,0.15,
VALEW516,2025-09-23,0.16,0.16,0.14,0.16,
VALEW521,2025-09-23,0.18,0.18,0.18,0.18,
VALEW526,2025-09-23,0.2,0.2,0.18,0.21,
VALEW531,2025-09-23,0.22,0.23,0.2,0.23,
VALEW536,2025-09-23,0.25,0.23,0.23,0.26,
VALEW541,2025-09-23,0.29,0.29,0.26,0.3,
VALEW546,2025-09-23,0.33,0.31,0.3,0.34,
VALEW550W1,2025-09-23,0.45,0.45,0.45,0.45,
VALEW551,2025-09-23,0.39,0.39,0.34,0.39,
VALEW556,2025-09-23,0.42,0.44,0.39,0.44,
VALEW561,2025-09-23,0.51,0.46,0.45,0.51,
VALEW566,2025-09-23,0.55,0.59,0.51,0.59,
VALEW570W2,2025-09-23,0.5,0.5,0.5,0.5,
VALEW571,2025-09-23,0.68,0.67,0.59,0.68,
VALEW576,2025-09-23,0.76,0.79,0.68,0.79,
VALEW580W2,2025-09-23,1.5,1.3,1.28,1.5,
VALEW581,2025-09-23,0.86,0.8,0.78,0.93,
VALEW586,2025-09-23,1.06,1.05,0.91,1.06,
VALEW591,2025-09-23,1.23,1.23,1.05,1.23,
VALEW596,2025-09-23,1.32,1.37,1.21,1.37,
VALEW601,2025-09-23,1.52,1.55,1.38,1.55,
VALEW606,2025-09-23,1.71,1.76,1.58,1.77,
VALEW611,2025-09-23,1.88,1.85,1.8,1.97,
VALEW616,2025-09-23,2.16,2.35,2.06,2.35,
VALEW621,2025-09-23,2.52,2.57,2.33,2.57,
VALEW626,2025-09-23,2.76,2.9,2.61,2.9,
VALEW631,2025-09-23,2.99,3.23,2.94,3.23,
VALEW636,2025-09-23,3.41,3.63,3.28,3.63,
VALEW641,2025-09-23,3.74,4.04,3.64,4.04,
VALEW646,2025-09-23,4.1,4.33,4.01,4.33,
VALEW651,2025-09-23,4.62,4.75,4.41,4.75,
VALEW661,2025-09-23,5.68,5.6,5.23,5.68,
VALEW666,2025-09-23,5.81,5.77,5.65,5.93,
VALEW671,2025-09-23,6.57,6.22,6.09,6.57,
VALEW678,2025-09-23,4.97,4.85,4.79,5.08,
VALEW681,2025-09-23,7.16,7.12,6.99,7.16,
VALEW686,2025-09-23,7.62,7.58,7.45,7.74,
VALEW691,2025-09-23,8.08,8,7.91,8.08,
VALEW70,2025-09-23,6.95,6.66,6.54,6.95,
VALEX495,2025-09-23,0.2,0.21,0.2,0.21,
VALEX520,2025-09-23,0.18,0.15,0.15,0.18,
VALEX540,2025-09-23,0.25,0.25,0.25,0.25,
VALEX544,2025-09-23,0.45,0.45,0.45,0.45,
VALEX550,2025-09-23,0.19,0.19,0.19,0.19,
VALEX560,2025-09-23,0.39,0.4,0.21,0.4,
VALEX564,2025-09-23,0.72,0.65,0.65,0.72,
VALEX57,2025-09-23,1.43,1.37,1.37,1.43,
VALEX570,2025-09-23,0.38,0.5,0.38,0.52,
VALEX580,2025-09-23,0.57,0.59,0.56,0.59,
VALEX584,2025-09-23,1,1.17,1,1.17,
VALEX590,2025-09-23,0.74,0.72,0.41,0.74,
VALEX594,2025-09-23,1.4,1.4,1.4,1.4,
VALEX600,2025-09-23,0.98,1.05,0.88,1.05,
VALEX617,2025-09-23,3,3.15,3,3.15,
VALEX620,2025-09-23,1.55,1.55,1.55,1.55,
VALEX639,2025-09-23,3.5,3.5,3.5,3.5,
VALEX644,2025-09-23,2.25,2.25,2.25,2.25,
VALEX660,2025-09-23,1.25,1.17,1.15,1.25,
VALEX849,2025-09-23,22.76,22.76,22.76,22.76,
VALE3T,2025-09-23,60.28,60.36,60.28,60.36,
VALE3T,2025-09-23,58.78,58.79,58.78,58.79,
BPAC11,2025-09-23,47.15,47.81,47.07,47.9,
BPAC11F,2025-09-23,46.92,47.88,46.92,47.88,
BPAC3,2025-09-23,25.7,25.65,25.65,25.95,
BPAC3F,2025-09-23,25.49,25.87,25.32,26.02,
BPAC5,2025-09-23,10.93,10.93,10.89,10.93,
BPAC5F,2025-09-23,10.83,11,10.83,11.19,
BPACI455W4,2025-09-23,1.97,2.37,1.97,2.37,
BPACI460W4,2025-09-23,1.47,1.9,1.47,1.9,
BPACI465W4,2025-09-23,1.14,1.16,1.14,1.16,
BPACI470W4,2025-09-23,0.8,1.14,0.8,1.14,
BPACI475W4,2025-09-23,0.54,0.72,0.54,0.72,
BPACI485W4,2025-09-23,0.24,0.24,0.24,0.24,
BPACI490W4,2025-09-23,0.09,0.09,0.09,0.09,
BPACJ367,2025-09-23,11.8,11.8,11.8,11.8,
BPACJ375,2025-09-23,10.6,10.82,10.6,10.82,
BPACJ382,2025-09-23,10.4,10.4,10.4,10.4,
BPACJ405,2025-09-23,8.24,8.24,8.24,8.24,
BPACJ425,2025-09-23,6.32,6.32,6.32,6.32,
BPACJ427,2025-09-23,5.68,5.68,5.68,5.68,
BPACJ432,2025-09-23,5.5,5.56,5.5,5.56,
BPACJ435,2025-09-23,5.36,5.35,5.28,5.36,
BPACJ440,2025-09-23,4.6,4.89,4.6,4.89,
BPACJ445,2025-09-23,4.35,4.35,4.35,4.35,
BPACJ447,2025-09-23,3.65,4.16,3.65,4.19,
BPACJ450,2025-09-23,3.99,3.99,3.99,3.99,
BPACJ455,2025-09-23,3.46,3.46,3.46,3.46,
BPACJ457,2025-09-23,2.89,3.33,2.89,3.33,
BPACJ460,2025-09-23,2.74,3.14,2.73,3.15,
BPACJ462,2025-09-23,2.54,2.9,2.54,2.99,
BPACJ465,2025-09-23,2.41,2.71,2.41,2.82,
BPACJ467,2025-09-23,2.21,2.56,2.2,2.67,
BPACJ470,2025-09-23,2.02,2.36,2.02,2.46,
BPACJ470W1,2025-09-23,1.29,1.43,1.29,1.43,
BPACJ472,2025-09-23,1.91,2.17,1.9,2.27,
BPACJ475,2025-09-23,1.71,2.03,1.69,2.11,
BPACJ475W1,2025-09-23,1.11,1.16,1.11,1.16,
BPACJ477,2025-09-23,1.5,1.85,1.5,1.95,
BPACJ48,2025-09-23,1.02,1.28,1.02,1.38,
BPACJ480,2025-09-23,1.47,1.7,1.47,1.81,
BPACJ482,2025-09-23,1.28,1.58,1.28,1.65,
BPACJ485,2025-09-23,1.17,1.44,1.17,1.49,
BPACJ485W1,2025-09-23,0.6,0.6,0.6,0.6,
BPACJ485W2,2025-09-23,0.81,0.81,0.81,0.81,
BPACJ487,2025-09-23,0.88,1.08,0.81,1.11,
BPACJ49,2025-09-23,0.5,0.67,0.5,0.7,
BPACJ490,2025-09-23,0.94,1.18,0.88,1.25,
BPACJ490W2,2025-09-23,0.62,0.62,0.62,0.62,
BPACJ495,2025-09-23,0.75,0.95,0.75,0.99,
BPACJ495W2,2025-09-23,0.57,0.57,0.57,0.57,
BPACJ497,2025-09-23,0.64,0.86,0.64,0.94,
BPACJ500,2025-09-23,0.62,0.76,0.62,0.81,
BPACJ505,2025-09-23,0.62,0.56,0.56,0.62,
BPACJ510,2025-09-23,0.39,0.39,0.39,0.39,
BPACJ515,2025-09-23,0.32,0.34,0.32,0.36,
BPACJ520,2025-09-23,0.26,0.26,0.26,0.26,
BPACJ525,2025-09-23,0.15,0.21,0.15,0.21,
BPACJ535,2025-09-23,0.11,0.11,0.11,0.11,
BPACK377,2025-09-23,11,11,11,11,
BPACK380,2025-09-23,10.7,11,10.7,11,
BPACK407,2025-09-23,8.57,8.57,8.57,8.57,
BPACK420,2025-09-23,7.5,7.5,7.5,7.5,
BPACK427,2025-09-23,5.99,6.35,5.99,6.35,
BPACK444,2025-09-23,4.7,4.9,4.7,4.9,
BPACK447,2025-09-23,4.7,4.7,4.7,4.7,
BPACK449,2025-09-23,4.59,4.6,4.59,4.6,
BPACK452,2025-09-23,4.25,4.27,4.25,4.27,
BPACK457,2025-09-23,3.92,3.92,3.92,3.92,
BPACK459,2025-09-23,3.68,3.91,3.66,3.91,
BPACK460,2025-09-23,3.77,4.12,3.77,4.12,
BPACK462,2025-09-23,3.75,3.68,3.68,3.75,
BPACK464,2025-09-23,3.16,3.5,3.16,3.58,
BPACK467,2025-09-23,3.34,3.34,3.34,3.34,
BPACK469,2025-09-23,2.85,3.15,2.84,3.25,
BPACK472,2025-09-23,2.87,2.97,2.87,3.03,
BPACK474,2025-09-23,2.52,2.8,2.52,2.88,
BPACK477,2025-09-23,2.46,2.66,2.46,2.66,
BPACK479,2025-09-23,2.32,2.56,2.32,2.57,
BPACK482,2025-09-23,2.38,2.47,2.38,2.47,
BPACK484,2025-09-23,2.11,2.3,2.07,2.3,
BPACK489,2025-09-23,1.82,1.82,1.82,1.82,
BPACK492,2025-09-23,1.9,1.9,1.9,1.9,
BPACK494,2025-09-23,1.81,1.81,1.81,1.81,
BPACK497,2025-09-23,1.64,1.64,1.64,1.64,
BPACK499,2025-09-23,1.39,1.63,1.39,1.63,
BPACK654,2025-09-23,0.02,0.02,0.02,0.02,
BPACL387,2025-09-23,11,11,11,11,
BPACL557,2025-09-23,0.3,0.55,0.3,0.55,
BPACM450,2025-09-23,1.16,1.16,1.16,1.16,
BPACR340,2025-09-23,0.28,0.28,0.28,0.28,
BPACU430W4,2025-09-23,0.01,0.01,0.01,0.01,
BPACU435W4,2025-09-23,0.03,0.03,0.03,0.03,
BPACU445W4,2025-09-23,0.05,0.05,0.05,0.05,
BPACU450W4,2025-09-23,0.06,0.05,0.05,0.06,
BPACU455W4,2025-09-23,0.12,0.12,0.12,0.12,
BPACU460W4,2025-09-23,0.13,0.13,0.13,0.13,
BPACU465W4,2025-09-23,0.16,0.16,0.16,0.16,
BPACU470W4,2025-09-23,0.22,0.22,0.22,0.22,
BPACU475W4,2025-09-23,0.47,0.43,0.43,0.47,
BPACU480W4,2025-09-23,0.7,0.7,0.7,0.7,
BPACV385,2025-09-23,0.04,0.04,0.04,0.04,
BPACV390,2025-09-23,0.03,0.04,0.03,0.04,
BPACV400,2025-09-23,0.05,0.05,0.05,0.05,
BPACV402,2025-09-23,0.06,0.06,0.06,0.06,
BPACV412,2025-09-23,0.08,0.08,0.08,0.08,
BPACV417,2025-09-23,0.08,0.08,0.08,0.08,
BPACV420,2025-09-23,0.1,0.11,0.1,0.11,
BPACV422,2025-09-23,0.1,0.1,0.1,0.11,
BPACV425,2025-09-23,0.12,0.12,0.11,0.12,
BPACV425W1,2025-09-23,0.05,0.05,0.05,0.05,
BPACV430,2025-09-23,0.14,0.13,0.13,0.14,
BPACV432,2025-09-23,0.14,0.15,0.14,0.16,
BPACV435,2025-09-23,0.19,0.2,0.16,0.2,
BPACV437,2025-09-23,0.18,0.18,0.18,0.18,
BPACV440,2025-09-23,0.23,0.19,0.19,0.23,
BPACV440W1,2025-09-23,0.08,0.08,0.08,0.08,
BPACV442,2025-09-23,0.21,0.21,0.21,0.21,
BPACV445,2025-09-23,0.25,0.24,0.23,0.25,
BPACV445W1,2025-09-23,0.14,0.14,0.14,0.14,
BPACV445W4,2025-09-23,0.25,0.25,0.25,0.25,
BPACV450,2025-09-23,0.32,0.29,0.29,0.34,
BPACV450W1,2025-09-23,0.13,0.13,0.13,0.13,
BPACV452,2025-09-23,0.36,0.32,0.32,0.36,
BPACV455,2025-09-23,0.43,0.37,0.37,0.48,
BPACV455W1,2025-09-23,0.22,0.19,0.19,0.22,
BPACV455W2,2025-09-23,0.36,0.34,0.34,0.36,
BPACV457,2025-09-23,0.52,0.45,0.4,0.52,
BPACV460,2025-09-23,0.52,0.47,0.47,0.52,
BPACV460W1,2025-09-23,0.36,0.27,0.27,0.36,
BPACV460W2,2025-09-23,0.47,0.47,0.47,0.47,
BPACV462,2025-09-23,0.6,0.52,0.5,0.6,
BPACV465,2025-09-23,0.67,0.55,0.53,0.67,
BPACV465W1,2025-09-23,0.38,0.38,0.38,0.38,
BPACV467,2025-09-23,0.72,0.61,0.59,0.75,
BPACV470,2025-09-23,0.81,0.69,0.66,0.83,
BPACV470W1,2025-09-23,0.54,0.52,0.52,0.56,
BPACV472,2025-09-23,0.93,0.77,0.74,0.93,
BPACV475,2025-09-23,1.06,0.85,0.82,1.07,
BPACV475W1,2025-09-23,0.71,0.71,0.71,0.71,
BPACV477,2025-09-23,1.08,0.95,0.9,1.12,
BPACV48,2025-09-23,1.57,1.35,1.29,1.57,
BPACV480,2025-09-23,1.3,1.03,0.96,1.3,
BPACV480W2,2025-09-23,1.24,1.24,1.24,1.24,
BPACV482,2025-09-23,1.3,1.12,1.07,1.3,
BPACV485,2025-09-23,1.39,1.26,1.2,1.4,
BPACV487,2025-09-23,1.86,1.6,1.54,1.86,
BPACV490,2025-09-23,1.75,1.43,1.41,1.75,
BPACV495,2025-09-23,2,1.72,1.68,2,
BPACV497,2025-09-23,2.16,1.89,1.8,2.16,
BPACV500,2025-09-23,2.28,2.02,1.97,2.3,
BPACV505,2025-09-23,2.64,2.72,2.64,2.72,
BPACV600,2025-09-23,11.33,11.33,11.33,11.33,
BPACW42,2025-09-23,0.42,0.4,0.4,0.43,
BPACW420,2025-09-23,0.33,0.32,0.32,0.33,
BPACW425,2025-09-23,0.38,0.38,0.38,0.38,
BPACW427,2025-09-23,0.49,0.45,0.45,0.49,
BPACW432,2025-09-23,0.52,0.52,0.52,0.52,
BPACW435,2025-09-23,0.49,0.49,0.49,0.49,
BPACW437,2025-09-23,0.6,0.6,0.6,0.6,
BPACW440,2025-09-23,0.56,0.56,0.56,0.56,
BPACW442,2025-09-23,0.7,0.7,0.7,0.7,
BPACW444,2025-09-23,0.71,0.71,0.71,0.71,
BPACW445,2025-09-23,0.64,0.64,0.64,0.64,
BPACW447,2025-09-23,0.85,0.85,0.85,0.85,
BPACW459,2025-09-23,1.08,1.07,1.07,1.08,
BPACW462,2025-09-23,1.17,1.17,1.17,1.17,
BPACW469,2025-09-23,1.55,1.41,1.38,1.58,
BPACW472,2025-09-23,1.65,1.46,1.46,1.65,
BPACW474,2025-09-23,1.77,1.56,1.56,1.77,
BPACW477,2025-09-23,1.78,1.72,1.72,1.78,
BPACW479,2025-09-23,1.99,1.82,1.76,1.99,
BPACW484,2025-09-23,2.11,2.11,2.11,2.11,
BPACW499,2025-09-23,2.77,2.84,2.77,2.84,
BPACX420,2025-09-23,0.5,0.46,0.46,0.5,
BPACX422,2025-09-23,0.5,0.48,0.48,0.5,
BPACX434,2025-09-23,0.76,0.74,0.74,0.76,
BPACX489,2025-09-23,2.38,2.38,2.38,2.38,
BPACX499,2025-09-23,2.86,2.86,2.86,2.86,
CASH14,2025-09-23,0.04,0.04,0.03,0.04,
CASH14F,2025-09-23,0.03,0.03,0.03,0.03,
CASH15,2025-09-23,0.06,0.06,0.06,0.06,
CASH15F,2025-09-23,0.03,0.03,0.03,0.03,
CASH16,2025-09-23,0.05,0.04,0.04,0.05,
CASH3,2025-09-23,4.09,4.12,4.06,4.19,
CASH3F,2025-09-23,4.14,4.13,4.07,4.2,
CASHJ395,2025-09-23,0.33,0.33,0.33,0.33,
CASHJ405,2025-09-23,0.26,0.26,0.26,0.26,
CASHJ425,2025-09-23,0.22,0.17,0.17,0.22,
CASHJ430,2025-09-23,0.19,0.19,0.18,0.19,
CASHJ435,2025-09-23,0.16,0.12,0.12,0.16,
CASHJ440,2025-09-23,0.14,0.15,0.14,0.15,
CASHJ450,2025-09-23,0.11,0.11,0.1,0.11,
CASHJ455,2025-09-23,0.11,0.11,0.11,0.11,
CASHJ465,2025-09-23,0.09,0.09,0.09,0.09,
CASHJ480,2025-09-23,0.09,0.09,0.09,0.09,
CASHJ490,2025-09-23,0.07,0.07,0.07,0.07,
CASHJ540,2025-09-23,0.04,0.04,0.04,0.04,
CASHJ620,2025-09-23,0.04,0.04,0.04,0.04,
CASHJ650,2025-09-23,0.04,0.03,0.03,0.04,
CASHJ700,2025-09-23,0.03,0.03,0.03,0.03,
CASHK100,2025-09-23,0.49,0.48,0.47,0.49,
CASHK145,2025-09-23,0.01,0.01,0.01,0.01,
CASHK395,2025-09-23,0.58,0.58,0.58,0.58,
CASHK400,2025-09-23,0.53,0.49,0.49,0.53,
CASHK430,2025-09-23,0.4,0.4,0.4,0.4,
CASHK470,2025-09-23,0.25,0.25,0.25,0.25,
CASHK480,2025-09-23,0.24,0.24,0.24,0.24,
CASHL400,2025-09-23,0.63,0.63,0.63,0.63,
CASHL600,2025-09-23,0.2,0.2,0.2,0.2,
CASHN300,2025-09-23,0.13,0.13,0.13,0.13,
CASHV395,2025-09-23,0.13,0.13,0.13,0.13,
CASHV400,2025-09-23,0.12,0.12,0.12,0.12,
CASHV415,2025-09-23,0.16,0.16,0.16,0.16,
CASHV450,2025-09-23,0.41,0.41,0.41,0.41,
CASHV480,2025-09-23,0.7,0.7,0.7,0.7,
CASHV550,2025-09-23,1.33,1.33,1.33,1.33,
CASHV650,2025-09-23,2.3,2.3,2.3,2.3,
CASHW400,2025-09-23,0.26,0.3,0.26,0.3,
CASHW405,2025-09-23,0.3,0.3,0.3,0.3,
CASHW430,2025-09-23,0.41,0.44,0.41,0.45,
CSAN3,2025-09-23,6.24,6.34,6.08,6.46,
CSAN3F,2025-09-23,6.17,6.37,6.09,6.47,
CSANA100,2025-09-23,0.57,0.63,0.57,0.65,
CSANA590,2025-09-23,1.95,1.95,1.95,1.95,
CSANA630,2025-09-23,0.74,0.74,0.74,0.74,
CSANA700,2025-09-23,0.38,0.38,0.38,0.38,
CSANA780,2025-09-23,0.22,0.19,0.19,0.22,
CSANA800,2025-09-23,0.18,0.25,0.18,0.25,
CSANA820,2025-09-23,0.17,0.14,0.14,0.17,
CSANB799,2025-09-23,1.05,1.1,1.05,1.1,
CSANB810,2025-09-23,0.24,0.24,0.24,0.24,
CSANC650,2025-09-23,0.9,0.9,0.8,1.1,
CSANC80,2025-09-23,0.33,0.39,0.33,0.39,
CSAND60,2025-09-23,1.85,2,1.85,2.4,
CSAND70,2025-09-23,1.5,1.5,1.5,1.5,
CSANE690,2025-09-23,0.86,0.86,0.86,0.86,
CSANF650,2025-09-23,1.02,1.01,1.01,1.02,
CSANF700,2025-09-23,0.95,0.89,0.89,0.95,
CSANH800,2025-09-23,0.62,0.62,0.62,0.62,
CSANI16,2025-09-23,0.2,0.2,0.2,0.2,
CSANI460W4,2025-09-23,1.56,1.56,1.56,1.56,
