Ativo,DataPregao,Abertura,Fechamento,PrecoMin,PrecoMax,Volume
PSSAK470,2025-10-07,1.44,1.23,1.23,1.44,5
SBSPJ951,2025-10-07,29.62,29.62,29.62,29.62,1
YDUQM120,2025-10-07,1,1,1,1,1
CSMGK355,2025-10-07,0.83,0.89,0.83,0.89,4
NATUB119,2025-10-07,1.05,0.95,0.95,1.05,2
NATUJ13,2025-10-07,1.2,1.18,1.18,1.2,2
ALOSJ256,2025-10-07,0.1,0.09,0.09,0.1,3
PSSAK561,2025-10-07,0.1,0.09,0.09,0.1,2
COGNJ248,2025-10-07,0.58,0.58,0.58,0.58,1
RAIZN200,2025-10-07,1.02,1.04,1,1.04,9
PSSAW496,2025-10-07,2.98,3.37,2.98,3.37,2
PSSAK496,2025-10-07,1.01,0.56,0.56,1.01,4
VIVTW305,2025-10-07,0.22,0.2,0.2,0.22,2
SBFGW129,2025-10-07,1.37,1.37,1.37,1.37,1
CRPG3,2025-10-07,15,15,15,15,1
TTENL130,2025-10-07,1.3,1.2,1.2,1.3,4
BHIAJ400,2025-10-07,0.04,0.02,0.02,0.04,5
VAMOX375,2025-10-07,0.6,0.61,0.6,0.61,2
BHIAJ470,2025-10-07,0.02,0.01,0.01,0.02,4
PETZJ400,2025-10-07,0.02,0.01,0.01,0.02,18
MBRFV248,2025-10-07,4.24,4.68,4.07,4.7,7
KNOX11,2025-10-07,101.2,101.11,101.11,101.2,2
COGNK193,2025-10-07,1.19,1.19,1.19,1.19,1
PSSAV531,2025-10-07,6.65,6.65,6.65,6.65,1
NATUK830,2025-10-07,0.6,0.53,0.53,0.6,3
SIMHV443,2025-10-07,0.1,0.1,0.1,0.1,1
QUALK214,2025-10-07,0.21,0.21,0.21,0.21,1
MBRFV220,2025-10-07,6,6.11,6,6.11,4
BHIAJ450,2025-10-07,0.02,0.01,0.01,0.02,27
CURYJ333,2025-10-07,0.3,0.3,0.3,0.3,1
VBBRJ224,2025-10-07,0.81,0.81,0.68,0.84,8
CXSEC144,2025-10-07,3.11,3.83,3.11,3.83,2
SBSPK133,2025-10-07,2.32,1.95,1.95,2.32,4
BBSEK394,2025-10-07,0.05,0.07,0.05,0.07,5
COGNC45,2025-10-07,0.08,0.07,0.07,0.08,2
COGNJ263,2025-10-07,0.47,0.44,0.43,0.47,7
MBRFV188,2025-10-07,0.14,0.14,0.14,0.14,1
SIMHB50,2025-10-07,1.24,1.24,1.24,1.24,1
YDUQW135,2025-10-07,1.52,1.61,1.52,1.61,2
DIRRV470,2025-10-07,0.7,0.6,0.6,0.85,8
SBSPW121,2025-10-07,2.1,2.4,2.1,2.51,9
INTBK127,2025-10-07,0.09,0.09,0.09,0.09,1
BRAVL190,2025-10-07,0.3,0.63,0.3,0.7,10
ISAEM240,2025-10-07,0.07,0.07,0.07,0.07,1
BBSEJ337,2025-10-07,1.56,1.5,1.5,1.56,2
BBSEW380,2025-10-07,1.05,0.89,0.89,1.08,8
IGTIK248,2025-10-07,0.37,0.36,0.36,0.37,2
PCARK495,2025-10-07,0.12,0.1,0.1,0.12,2
BHIAW340,2025-10-07,0.39,0.37,0.37,0.39,2
COGNW318,2025-10-07,0.2,0.21,0.2,0.21,2
BTAG11,2025-10-07,98.02,98.11,98.02,99.96,9
RDORW348,2025-10-07,0.4,0.11,0.11,0.4,3
VBBRL246,2025-10-07,0.85,0.87,0.85,0.87,12
ASAIK100,2025-10-07,0.17,0.16,0.16,0.17,2
INTBK140,2025-10-07,0.05,0.03,0.03,0.05,2
ALOSK249,2025-10-07,0.77,0.85,0.77,0.85,4
MBRFW239,2025-10-07,2.81,2.67,2.67,2.81,2
AUREL984,2025-10-07,0.75,0.74,0.71,0.76,21
BHIAJ500,2025-10-07,0.02,0.02,0.02,0.02,2
AUREK974,2025-10-07,0.58,0.74,0.58,0.74,7
CCTY3F,2025-10-07,22.38,22.37,22.37,23.54,10
NATUW950,2025-10-07,1.27,1.27,1.27,1.27,1
AZZAW27,2025-10-07,2.31,2.6,2.31,2.6,2
VIVTE255,2025-10-07,13.1,13.1,13.1,13.1,1
QUALW584,2025-10-07,3.53,3.53,3.53,3.53,1
GMATK649,2025-10-07,0.32,0.32,0.32,0.32,1
ASAIJ103,2025-10-07,0.01,0.01,0.01,0.01,3
QUALJ214,2025-10-07,0.14,0.11,0.11,0.14,3
PETZK371,2025-10-07,0.23,0.23,0.23,0.23,1
ALUPJ320,2025-10-07,0.06,0.08,0.06,0.08,2
TIMSK209,2025-10-07,2.69,2.69,2.69,2.69,1
CMINV489,2025-10-07,0.01,0.01,0.01,0.01,2
COGNV278,2025-10-07,0.01,0.01,0.01,0.01,4
NATUK170,2025-10-07,0.01,0.01,0.01,0.01,1
RECVW127,2025-10-07,0.45,0.45,0.45,0.45,1
ISAEO224,2025-10-07,0.15,0.15,0.15,0.15,1
QUALV580,2025-10-07,3.58,3.58,3.58,3.58,1
VBBRW214,2025-10-07,0.35,0.34,0.34,0.44,11
PCARK790,2025-10-07,0.01,0.01,0.01,0.01,4
PCARO230,2025-10-07,0.09,0.09,0.09,0.09,2
CURYV323,2025-10-07,0.74,0.74,0.74,0.74,1
MBRFN16,2025-10-07,0.36,0.36,0.36,0.36,1
IGTIW233,2025-10-07,0.84,0.84,0.84,0.84,1
RAIZV500,2025-10-07,3.9,3.94,3.9,3.94,5
CXSEW165,2025-10-07,0.66,0.65,0.65,0.66,2
SBSPW118W1,2025-10-07,0.77,1.01,0.77,1.01,8
BRAVK197,2025-10-07,0.24,0.22,0.22,0.24,2
CYREX311,2025-10-07,2.23,2.23,2.23,2.23,1
ALOSK267,2025-10-07,0.22,0.22,0.22,0.22,2
RDORK41,2025-10-07,2.03,2.05,1.96,2.05,4
VBBRK247,2025-10-07,0.47,0.5,0.47,0.51,5
RDORK410,2025-10-07,2.33,2.18,2.18,2.33,3
OFSA3,2025-10-07,21.84,21.65,21.65,21.84,5
PCARK410,2025-10-07,0.33,0.33,0.33,0.33,1
YDUQW125,2025-10-07,0.79,0.91,0.79,0.91,3
DIRRW136,2025-10-07,0.11,0.11,0.11,0.11,1
ASAIW789,2025-10-07,0.16,0.18,0.16,0.18,3
VIVAX303,2025-10-07,3.27,3.29,3.27,3.29,4
WIZCV835,2025-10-07,0.27,0.27,0.27,0.27,1
VBBRV219,2025-10-07,0.12,0.13,0.12,0.13,2
JBSSL907,2025-10-07,1.91,1.91,1.91,1.91,1
VBBRR204,2025-10-07,0.65,0.65,0.65,0.65,1
SBFGJ119,2025-10-07,0.32,0.27,0.27,0.32,5
NATUJ840W2,2025-10-07,0.12,0.12,0.12,0.12,1
BHIAK800,2025-10-07,0.02,0.02,0.02,0.02,1
HYPEK232,2025-10-07,0.74,0.74,0.74,0.74,1
VIVAK308,2025-10-07,0.41,0.41,0.41,0.41,1
ASAIW949,2025-10-07,0.87,0.92,0.87,0.92,2
ISAEV256,2025-10-07,1.4,1.4,1.4,1.4,1
VIVTL720,2025-10-07,0.6,0.71,0.6,0.71,4
PCARK365,2025-10-07,0.57,0.55,0.55,0.57,4
CYREJ344,2025-10-07,0.01,0.01,0.01,0.01,8
CXSEV149,2025-10-07,0.01,0.02,0.01,0.02,3
ASAIW839,2025-10-07,0.3,0.34,0.3,0.34,2
SMTOW161,2025-10-07,0.41,0.47,0.4,0.47,11
ASAIL103,2025-10-07,0.22,0.23,0.22,0.23,3
RAIZB200,2025-10-07,0.02,0.02,0.02,0.02,2
NATUV860W2,2025-10-07,0.4,0.4,0.4,0.4,1
PSSAK501,2025-10-07,0.81,0.47,0.47,0.81,6
CEABW148,2025-10-07,0.83,0.88,0.83,0.88,3
PETZJ360W2,2025-10-07,0.16,0.13,0.13,0.17,158
SBSPV126W2,2025-10-07,1.73,1.73,1.73,1.73,1
PCARV278,2025-10-07,0.01,0.01,0.01,0.01,1
TIMSK241,2025-10-07,0.46,0.46,0.46,0.46,1
IGTIK283,2025-10-07,0.05,0.05,0.05,0.05,1
NATUK870,2025-10-07,0.46,0.46,0.46,0.47,6
CXSEK170,2025-10-07,0.05,0.05,0.05,0.05,1
VBBRW252,2025-10-07,2.15,2.14,2.14,2.15,5
DXCOJ519,2025-10-07,0.23,0.23,0.23,0.23,1
ASAIL100,2025-10-07,0.3,0.3,0.3,0.31,5
BRAVB24,2025-10-07,1.9,1.9,1.9,1.9,1
NATUV886,2025-10-07,0.58,0.59,0.58,0.59,2
RAIZL135,2025-10-07,0.03,0.03,0.03,0.03,2
ANIMV345,2025-10-07,0.38,0.38,0.38,0.38,1
YDUQW723,2025-10-07,0.02,0.01,0.01,0.02,2
COGNK363,2025-10-07,0.04,0.04,0.04,0.04,2
YDUQK140,2025-10-07,0.34,0.32,0.32,0.34,3
MBRFJ215,2025-10-07,0.01,0.01,0.01,0.01,1
ALOSW211,2025-10-07,0.06,0.06,0.06,0.06,1
NATUV840W2,2025-10-07,0.19,0.19,0.19,0.19,1
SBSPK144W1,2025-10-07,0.2,0.21,0.2,0.21,2
PCARW295,2025-10-07,0.06,0.06,0.06,0.06,1
COGNJ280,2025-10-07,2.81,2.81,2.81,2.81,1
KLBNW197,2025-10-07,1.29,1.29,1.29,1.29,1
CSMGW325,2025-10-07,0.45,0.56,0.45,0.56,4
JBSSJ700,2025-10-07,2,2,2,2,2
IGTIK253,2025-10-07,0.3,0.3,0.28,0.3,3
CMINJ644,2025-10-07,0.01,0.01,0.01,0.01,1
KLBNJ179,2025-10-07,0.35,0.25,0.25,0.39,19
LJQQW220,2025-10-07,0.17,0.17,0.17,0.17,4
RDORJ404,2025-10-07,1.32,1.34,1.32,1.34,15
PCARJ388,2025-10-07,0.27,0.27,0.27,0.27,1
SLCEX149,2025-10-07,0.11,0.11,0.11,0.11,1
SLCEK154,2025-10-07,0.77,0.79,0.77,0.79,2
RAIZL120,2025-10-07,0.04,0.04,0.04,0.04,1
CEABW128,2025-10-07,0.2,0.2,0.2,0.2,2
PCARV303,2025-10-07,0.02,0.02,0.02,0.02,1
WIZCK955,2025-10-07,0.2,0.2,0.2,0.2,1
CBAVL375,2025-10-07,0.4,0.4,0.4,0.4,3
AZZAK265,2025-10-07,1.64,1.5,1.5,1.64,3
AZZAJ305,2025-10-07,0.06,0.06,0.06,0.06,1
XPBRK100,2025-10-07,2.2,1.8,1.8,2.2,3
POSIV408,2025-10-07,0.05,0.08,0.05,0.08,4
CBAVL495,2025-10-07,0.1,0.1,0.1,0.1,1
GFSAJ10,2025-10-07,0.02,0.02,0.02,0.02,1
PCARW365,2025-10-07,0.23,0.24,0.23,0.24,2
ANIMX295,2025-10-07,0.18,0.18,0.18,0.18,1
CSMGV345,2025-10-07,0.69,0.69,0.69,0.69,1
CSMGD375,2025-10-07,2.09,2.3,2,2.3,5
NEOEJ284,2025-10-07,0.32,0.32,0.32,0.32,1
PCARW410,2025-10-07,0.44,0.44,0.44,0.44,1
PSSAJ496,2025-10-07,0.1,0.11,0.1,0.11,2
BRAVW195,2025-10-07,1.99,1.96,1.92,1.99,12
ASAIK919,2025-10-07,0.44,0.44,0.44,0.44,1
SBSPL135,2025-10-07,3,3,3,3,1
ALUPK310,2025-10-07,1.02,0.89,0.89,1.02,2
PCARJ440W4,2025-10-07,0.15,0.15,0.15,0.15,1
NATUX880,2025-10-07,0.7,0.7,0.7,0.7,1
SIMHW423,2025-10-07,0.14,0.14,0.14,0.14,1
CBAVK350,2025-10-07,0.7,0.7,0.7,0.7,1
PCARV340W2,2025-10-07,0.02,0.02,0.02,0.02,2
VIVTJ301,2025-10-07,3.01,3.01,3.01,3.01,1
PETZJ385,2025-10-07,0.02,0.02,0.02,0.02,99
BRAVL192,2025-10-07,0.59,0.41,0.41,0.59,3
LJQQX264,2025-10-07,0.51,0.51,0.51,0.51,1
RDORV409,2025-10-07,0.54,0.49,0.49,0.54,2
COGNV283,2025-10-07,0.01,0.01,0.01,0.01,3
COGNM358,2025-10-07,0.49,0.52,0.49,0.52,3
SBSPJ110,2025-10-07,14.2,14.2,14.2,14.2,2
CBAVV440,2025-10-07,0.4,0.4,0.4,0.4,1
VBBRK257,2025-10-07,0.3,0.3,0.3,0.3,1
SMTOJ180,2025-10-07,0.05,0.05,0.05,0.05,1
NATUW680,2025-10-07,0.07,0.07,0.07,0.07,2
CYREW254,2025-10-07,0.18,0.18,0.18,0.18,1
VAMOP500,2025-10-07,1.71,1.74,1.71,1.74,2
SIMHW448,2025-10-07,0.25,0.26,0.25,0.26,3
COGNK108,2025-10-07,2,2,2,2,1
RDORL423,2025-10-07,2,2,2,2,1
QUALJ140,2025-10-07,2.05,2.05,2.05,2.05,1
SIMHK533,2025-10-07,0.11,0.11,0.11,0.11,1
VAMOX330,2025-10-07,0.28,0.2,0.2,0.28,2
NATUX95,2025-10-07,1.35,1.35,1.35,1.35,1
AZZAV295W2,2025-10-07,4.5,4.5,4.5,4.5,1
POSIW443,2025-10-07,0.38,0.38,0.38,0.38,1
QUALV249,2025-10-07,0.31,0.31,0.31,0.31,1
ASAIW779,2025-10-07,0.15,0.15,0.15,0.15,1
NATUK770,2025-10-07,0.83,0.83,0.83,0.83,1
VAMO3,2025-10-07,3.2,3,2.99,3.21,18171
AGRX11,2025-10-07,8.34,8.17,8.1,8.38,528
HBSA3,2025-10-07,3.57,3.68,3.54,3.71,5333
VIVT3,2025-10-07,32.87,32.29,32.05,32.93,10874
DASA3,2025-10-07,1.5,1.36,1.34,1.53,2306
AZZA3,2025-10-07,26.31,25.03,24.58,26.37,18896
AZZAW260,2025-10-07,1.1,1.85,1.1,1.97,36
HYPEW235,2025-10-07,1.51,1.51,1.51,1.51,1
CSUD3F,2025-10-07,17.84,17.41,17.15,17.84,179
PLPL3F,2025-10-07,16.1,15.55,15.18,16.1,2034
PCAR3F,2025-10-07,3.98,3.87,3.86,4.04,2289
ANIM3F,2025-10-07,3.21,3.02,2.92,3.28,2825
AZZAV280,2025-10-07,2.21,3.23,2.21,3.29,12
KLBN3F,2025-10-07,3.62,3.56,3.52,3.62,3223
GFSA3,2025-10-07,7.31,7.12,7.05,7.34,1007
FLRY3,2025-10-07,15.87,15.75,15.68,15.92,5857
LAVV3,2025-10-07,14.07,13.83,13.71,14.11,2827
COGNJ313,2025-10-07,0.08,0.07,0.06,0.09,42
PICE11,2025-10-07,32.34,31.01,30.81,32.34,230
MLAS3,2025-10-07,1.01,0.99,0.98,1.01,1486
SEER3,2025-10-07,10.9,10.57,10.24,10.9,3279
AMAR3F,2025-10-07,1.19,1.18,1.15,1.19,176
PLPL3,2025-10-07,16.08,15.53,15.21,16.08,6605
ORVR3,2025-10-07,54.03,53.25,52.4,54.03,2500
LAVV3F,2025-10-07,14.05,13.88,13.7,14.12,391
LOGG3,2025-10-07,22.52,21.99,21.8,22.57,1645
BRST3,2025-10-07,2.87,2.84,2.79,2.9,747
LJQQ3,2025-10-07,2.2,2.1,2.08,2.2,3111
BRST3F,2025-10-07,2.87,2.83,2.79,2.89,63
RDORJ414,2025-10-07,0.63,0.6,0.56,0.65,57
MBRFW179,2025-10-07,1.52,1.6,1.52,1.86,170
RECV3F,2025-10-07,12.42,12.46,12.27,12.46,2289
ASAI3F,2025-10-07,8.9,8.76,8.67,8.95,2029
JURO11,2025-10-07,101.18,100.8,100.8,101.65,4143
MOTVW134,2025-10-07,0.23,0.28,0.23,0.29,16
NATUK100,2025-10-07,0.15,0.13,0.13,0.15,9
CAML3F,2025-10-07,4.94,4.83,4.76,4.94,844
VIVAW258,2025-10-07,0.48,0.72,0.48,0.72,5
AZZAW280,2025-10-07,3.2,3.53,3.2,3.53,43
DOTZ3F,2025-10-07,7.8,7.26,7.26,7.8,7
PSSAW440,2025-10-07,0.25,0.36,0.25,0.42,25
VITT3,2025-10-07,4.84,4.71,4.71,4.87,462
VBBR3F,2025-10-07,23.37,22.92,22.68,23.51,924
KLBNK182,2025-10-07,0.63,0.5,0.5,0.64,4
SBSP3F,2025-10-07,126,125.03,124,127.47,1458
CRAA11,2025-10-07,96.2,96.75,96.01,96.75,681
SEQL3,2025-10-07,1.03,1.01,1.01,1.14,469
KLBNJ187,2025-10-07,0.07,0.07,0.04,0.1,30
KLBNX174,2025-10-07,0.2,0.4,0.2,0.4,6
BBSEJ330,2025-10-07,0.4,0.5,0.36,0.64,94
AGXY3,2025-10-07,5.72,5.68,5.67,5.88,181
PCARV400W5,2025-10-07,0.35,0.37,0.34,0.37,8
CAMB3F,2025-10-07,9.81,9.77,9.55,9.89,124
CSUD3,2025-10-07,17.31,17.15,17.13,17.35,143
MOTVW143,2025-10-07,0.43,0.61,0.43,0.62,7
ALLD3F,2025-10-07,8.68,8.61,8.49,8.68,534
NATUK190,2025-10-07,0.16,0.21,0.16,0.21,2
ONCO3F,2025-10-07,3.53,3.61,3.52,3.77,235
HYPEV230,2025-10-07,0.9,0.89,0.85,0.96,15
AZZAW245,2025-10-07,0.85,1.13,0.85,1.13,12
VIVR3,2025-10-07,0.9,0.9,0.89,0.93,70
CMINJ524,2025-10-07,0.51,0.59,0.45,0.59,26
VAMOK310,2025-10-07,0.22,0.17,0.16,0.22,95
VVEO3F,2025-10-07,1.31,1.25,1.22,1.31,147
COPN11,2025-10-07,58.36,59.47,58.36,60.7,183
MBRFK220,2025-10-07,0.06,0.06,0.06,0.06,7
SBSPV128,2025-10-07,4.24,4.44,4.24,4.49,13
DEXP4,2025-10-07,8.03,7.95,7.95,8.03,8
PFIN11,2025-10-07,79,78.3,78.3,79.47,129
KLBNV177,2025-10-07,0.09,0.15,0.07,0.15,47
TRAD3F,2025-10-07,5.25,5.18,5.14,5.25,107
MBRFW250,2025-10-07,4.69,4.69,4.69,4.69,7
POSIJ448,2025-10-07,0.02,0.03,0.02,0.03,3
PCARV360W5,2025-10-07,0.18,0.16,0.15,0.19,18
VAMOV310,2025-10-07,0.07,0.13,0.07,0.13,358
UCAS3F,2025-10-07,1.33,1.32,1.29,1.33,53
SNID11,2025-10-07,10.25,10.26,10.23,10.26,136
MBRFK20,2025-10-07,0.25,0.18,0.13,0.29,147
RDORV410,2025-10-07,0.93,0.92,0.92,0.93,2
BBSEV337,2025-10-07,0.08,0.04,0.04,0.08,25
CYREW289,2025-10-07,0.84,0.96,0.84,1.11,38
HYPEV210,2025-10-07,0.08,0.11,0.08,0.12,5
CMINK572,2025-10-07,0.29,0.25,0.25,0.29,10
PSSAK511,2025-10-07,0.41,0.34,0.32,0.41,4
SIMHU70,2025-10-07,2.07,1.96,1.96,2.07,2
YDUQK155,2025-10-07,0.09,0.1,0.09,0.1,13
PETZW400W1,2025-10-07,0.34,0.27,0.27,0.34,2
SLCEM180,2025-10-07,1.2,1.2,1.2,1.2,3
KLBNK17,2025-10-07,0.75,0.65,0.65,0.79,10
CXSEK151,2025-10-07,0.6,0.7,0.56,0.71,18
ESPA3F,2025-10-07,1.12,1.12,1.09,1.14,43
NATUJ900W2,2025-10-07,0.02,0.02,0.02,0.02,2
ALOSW239,2025-10-07,0.46,0.5,0.46,0.5,3
ISAEK244,2025-10-07,0.7,0.47,0.47,0.7,18
NATUW810,2025-10-07,0.37,0.43,0.37,0.43,5
WIZCW795,2025-10-07,0.29,0.28,0.28,0.29,4
KLBNX169,2025-10-07,0.2,0.22,0.09,0.22,8
HYPEW215,2025-10-07,0.61,0.55,0.55,0.61,3
CMINK612,2025-10-07,0.12,0.1,0.1,0.12,5
BBSEW387,2025-10-07,3.1,3,3,3.1,2
KLBNJ181,2025-10-07,0.13,0.08,0.08,0.16,14
AMBPH103,2025-10-07,0.5,0.28,0.27,0.5,136
CAMLJ500,2025-10-07,0.24,0.18,0.16,0.24,16
YDUQK150,2025-10-07,0.12,0.12,0.12,0.12,1
AMBPL699,2025-10-07,0.08,0.1,0.04,0.1,59
BBSEL217,2025-10-07,11.9,11.93,11.9,11.93,2
HYPEK222,2025-10-07,1.19,1.22,1.19,1.22,2
RDORJ420,2025-10-07,0.29,0.3,0.29,0.3,2
COGNV290W5,2025-10-07,0.05,0.05,0.05,0.05,2
KLBNK196,2025-10-07,0.09,0.07,0.07,0.1,6
SLCEV16,2025-10-07,0.44,0.4,0.37,0.44,38
JGPX11,2025-10-07,72.43,72.15,72,72.43,105
MNPR3F,2025-10-07,40.01,40.5,39.95,40.6,15
AZZAK275,2025-10-07,0.8,0.72,0.66,0.8,3
NATUJ976,2025-10-07,0.04,0.02,0.02,0.04,7
CXSEK157,2025-10-07,0.43,0.48,0.4,0.49,12
KLBNO172,2025-10-07,0.3,0.3,0.3,0.3,1
ASAIJ879,2025-10-07,0.25,0.22,0.22,0.27,157
BBSEV340W2,2025-10-07,0.79,0.79,0.79,0.79,1
SBSPV126,2025-10-07,2.1,3.06,2.1,3.22,39
COGNK4,2025-10-07,1.28,1.14,1.14,1.28,9
PETZW390,2025-10-07,0.12,0.14,0.12,0.14,2
MBRFV203,2025-10-07,0.43,0.62,0.43,0.7,18
PETZL500,2025-10-07,0.06,0.06,0.06,0.06,1
AZZAV275,2025-10-07,1.67,2.75,1.67,2.75,20
YDUQV120,2025-10-07,0.29,0.38,0.29,0.45,8
MBRFV175,2025-10-07,0.9,0.9,0.88,1.12,11
AZZAK255W2,2025-10-07,1.45,1.45,1.45,1.45,1
FLRYV150,2025-10-07,0.04,0.04,0.04,0.04,1
COGNW273,2025-10-07,0.04,0.05,0.04,0.05,2
AZZAJ290,2025-10-07,0.13,0.07,0.07,0.13,6
NATUV926,2025-10-07,1.01,1.08,0.99,1.08,4
CYREW296,2025-10-07,1.43,1.25,1.25,1.43,3
MBRFV170,2025-10-07,0.45,0.6,0.45,0.65,7
SBSPK148,2025-10-07,0.35,0.32,0.32,0.35,9
ALOSK25,2025-10-07,0.32,0.32,0.32,0.32,2
NATUX750,2025-10-07,0.22,0.28,0.22,0.28,9
NATUK102,2025-10-07,0.11,0.1,0.1,0.12,4
ASAIK949,2025-10-07,0.3,0.3,0.3,0.3,2
CYREW284,2025-10-07,0.74,0.77,0.74,0.94,29
VBBRJ229,2025-10-07,0.72,0.54,0.4,0.72,52
YDUQW115,2025-10-07,0.56,0.57,0.56,0.57,2
JBSSK740,2025-10-07,2.25,2.25,2.25,2.25,1
ENDD11,2025-10-07,108.21,108.15,108.15,108.9,618
NATUK900,2025-10-07,0.37,0.28,0.27,0.39,37
FICT3,2025-10-07,3.23,3.21,3.15,3.23,39
CSMGJ320,2025-10-07,2.02,2.15,2.01,2.3,11
PETZK401,2025-10-07,0.11,0.1,0.1,0.12,4
VBBRV227,2025-10-07,0.25,0.33,0.24,0.44,64
MBRFW165,2025-10-07,0.64,0.76,0.64,0.87,26
SBFGV935,2025-10-07,0.02,0.02,0.02,0.02,1
COGNK228,2025-10-07,0.82,0.82,0.82,0.82,1
SMTOJ185,2025-10-07,0.04,0.03,0.03,0.04,2
VIVAV273,2025-10-07,0.53,0.79,0.53,0.79,3
AZZAK297,2025-10-07,0.39,0.29,0.29,0.39,6
VAMOW440,2025-10-07,1.28,1.28,1.28,1.28,2
COGNK338,2025-10-07,0.09,0.09,0.08,0.09,4
NATUV816,2025-10-07,0.16,0.26,0.16,0.26,11
PSSAK521,2025-10-07,0.35,0.24,0.23,0.35,7
BBSEJ342,2025-10-07,0.92,1.06,0.87,1.18,15
RAIZW99,2025-10-07,0.12,0.15,0.12,0.15,24
PCARV310W5,2025-10-07,0.04,0.04,0.04,0.07,4
BRAVV175,2025-10-07,0.34,0.32,0.31,0.36,40
CMINJ489,2025-10-07,0.83,0.79,0.79,0.83,14
DIRRW141,2025-10-07,0.2,0.28,0.2,0.28,12
SMTOW170,2025-10-07,0.6,0.69,0.6,0.69,8
NATUK860,2025-10-07,0.51,0.38,0.38,0.51,12
TCSA3F,2025-10-07,1.47,1.46,1.45,1.5,479
AZZAW302,2025-10-07,4.68,4.9,4.6,4.92,18
VBBRK242,2025-10-07,0.64,0.65,0.6,0.65,117
NATUW760,2025-10-07,0.19,0.23,0.19,0.23,4
HYPEV23,2025-10-07,1.55,1.67,1.51,1.67,4
VAMOI36,2025-10-07,0.47,0.47,0.47,0.47,2
CYREJ269,2025-10-07,3.25,2.17,2.17,3.25,8
HYPEV225W2,2025-10-07,0.75,0.75,0.75,0.75,1
PETZN50,2025-10-07,0.89,0.89,0.89,0.89,1
AUREV994,2025-10-07,0.1,0.1,0.1,0.1,1
CYREV279,2025-10-07,0.12,0.21,0.12,0.26,9
KLBNL195,2025-10-07,0.3,0.26,0.25,0.3,6
COGNJ233,2025-10-07,0.72,0.74,0.72,0.74,4
BRAVK23,2025-10-07,1.8,1.81,1.8,1.83,3
CSMGK345,2025-10-07,1.29,1.29,1.29,1.29,1
VBBRW219,2025-10-07,0.47,0.54,0.47,0.54,3
RAIZX800,2025-10-07,0.05,0.05,0.05,0.05,7
VAMOJ390,2025-10-07,0.01,0.01,0.01,0.01,2
MBRFJ248,2025-10-07,0.01,0.01,0.01,0.01,8
KLBNC184,2025-10-07,0.7,0.73,0.7,0.73,7
MBRFV185W4,2025-10-07,1.44,1.44,1.44,1.44,1
ISAEL266,2025-10-07,0.4,0.1,0.1,0.4,2
ALOSK239,2025-10-07,1.42,1.33,1.33,1.42,2
AZZAJ40,2025-10-07,2.3,2.3,2.3,2.4,3
RAIZX900,2025-10-07,0.09,0.1,0.09,0.1,5
SBSPW117,2025-10-07,1.33,1.5,1.33,1.5,29
ISAEW246,2025-10-07,0.72,0.74,0.72,0.74,2
YDUQW102,2025-10-07,0.2,0.2,0.2,0.2,1
PETZK386,2025-10-07,0.17,0.17,0.17,0.17,1
ISAEO244,2025-10-07,0.6,0.64,0.6,0.64,3
CURYW313,2025-10-07,0.74,0.96,0.74,0.96,3
HYPEK230,2025-10-07,0.78,0.78,0.78,0.78,1
CBAVJ340,2025-10-07,0.75,0.62,0.62,0.75,21
RAIZK99,2025-10-07,0.05,0.05,0.05,0.05,5
KLBNV207,2025-10-07,2.55,2.55,2.55,2.55,1
AUREW112,2025-10-07,1.07,1.09,1.07,1.1,24
CURYL363,2025-10-07,0.81,0.81,0.81,0.81,1
ASAIW819,2025-10-07,0.24,0.26,0.24,0.27,5
PCARJ433,2025-10-07,0.11,0.06,0.06,0.11,15
PCARV373,2025-10-07,0.11,0.12,0.1,0.12,3
BHIAK590,2025-10-07,0.01,0.01,0.01,0.01,7
JFEN3F,2025-10-07,1.55,1.54,1.54,1.64,15
SBSPX130,2025-10-07,5.7,6.9,5.7,6.9,4
PCARK380,2025-10-07,0.43,0.45,0.43,0.45,2
BRAVW187,2025-10-07,1.35,1.41,1.34,1.41,5
NATUJ896,2025-10-07,0.12,0.07,0.07,0.12,4
TTENK133,2025-10-07,0.57,0.56,0.56,0.58,12
PETZW340W1,2025-10-07,0.06,0.05,0.05,0.06,4
COGNJ333,2025-10-07,0.03,0.01,0.01,0.03,18
SBSPW113,2025-10-07,0.79,0.86,0.77,0.88,5
CEABJ183,2025-10-07,0.01,0.01,0.01,0.01,6
NATUW880,2025-10-07,0.74,0.86,0.74,0.86,7
CYREK266,2025-10-07,3.45,3.14,3.14,3.45,3
CYREK274,2025-10-07,3.3,2.58,2.58,3.3,5
MBRFW194,2025-10-07,3.18,3.18,3.18,3.18,1
MBRFJ230,2025-10-07,0.01,0.01,0.01,0.01,1
HYPEW237,2025-10-07,1.82,1.82,1.82,1.82,1
NATUW730,2025-10-07,0.15,0.16,0.14,0.16,6
BBSEJ402,2025-10-07,0.01,0.01,0.01,0.01,1
ASAIV879,2025-10-07,0.19,0.26,0.19,0.29,15
BRAVV160,2025-10-07,0.04,0.04,0.03,0.04,6
CSMGW320,2025-10-07,0.36,0.36,0.36,0.36,1
MBRFJ202,2025-10-07,0.02,0.02,0.02,0.02,1
SMTOK190,2025-10-07,0.14,0.14,0.14,0.14,1
ALOSJ261,2025-10-07,0.04,0.04,0.04,0.04,3
